Cpd,CATS2D_09_DA_me,C-012_me,VE1sign_D/Dt_bt,F08[C-O]_me,C-012_at,VE2_D/Dt_me,SpMAD_AEA(dm)_bt,S-109_bt,GATS3p_at,HyWi_B(s)_bt,Active
1476,-0.884615385,-0.230769231,0.10167037,-0.846153846,0,0.042115385,-0.060873016,-0.53968254,0.101294118,-0.980767196,-1
898,-0.796766744,-0.064665127,-0.13962963,-1.069284065,-0.080357143,-0.005775982,0.039126984,0.46031746,-0.167069196,-0.000767196,1
115,-0.796766744,-0.064665127,0.004818391,-2.069284065,-0.080357143,0.020224018,0.015632184,-0.333333333,0.138930804,-0.084942529,1
664,-0.796766744,-0.064665127,0.18667037,-2.069284065,-0.080357143,0.029224018,-0.050873016,-0.53968254,0.108930804,-0.430767196,-1
285,-0.796766744,-0.064665127,-0.274181609,-1.069284065,-0.080357143,-0.004775982,0.005632184,0.666666667,-0.077069196,0.095057471,1
965,0.203233256,-0.064665127,-0.18262963,0.930715935,-0.080357143,-0.006775982,0.019126984,0.46031746,-0.061069196,0.019232804,1
708,-0.796766744,-0.064665127,0.19467037,2.930715935,-0.080357143,-0.021775982,-0.000873016,0.46031746,0.188930804,0.119232804,1
922,-0.796766744,-0.064665127,0.18067037,-2.069284065,-0.080357143,0.015224018,-0.030873016,-0.53968254,0.158930804,-0.040767196,-1
844,-0.796766744,-0.064665127,-0.10932963,-1.069284065,-0.080357143,-0.005775982,0.019126984,0.46031746,-0.087069196,0.229232804,1
300,0.203233256,-0.064665127,-0.251181609,-1.069284065,-0.080357143,0.077224018,-0.074367816,-0.333333333,0.198930804,-0.574942529,-1
82,0.203233256,-0.064665127,-0.296281609,-2.069284065,-0.080357143,0.055224018,-0.024367816,-0.333333333,0.278930804,-0.474942529,1
800,1.203233256,-0.064665127,-0.00532963,1.930715935,-0.080357143,-0.002775982,-0.040873016,-0.53968254,0.027930804,0.099232804,1
980,-0.796766744,-0.064665127,-0.07032963,-2.069284065,-0.080357143,-0.001775982,0.029126984,0.46031746,-0.202069196,0.239232804,1
648,0.203233256,-0.064665127,-0.19842963,0.930715935,-0.080357143,-0.007775982,0.019126984,0.46031746,-0.035069196,0.009232804,1
1266,1.115384615,-0.230769231,0.19267037,2.153846154,-0.080357143,-0.023884615,-0.050873016,-0.53968254,-0.002069196,-0.220767196,1
1616,0.203233256,-0.064665127,-0.08632963,1.930715935,-0.080357143,0.019224018,-0.030873016,-0.53968254,0.098930804,-0.250767196,-1
117,-0.796766744,-0.064665127,0.004818391,-2.069284065,-0.080357143,0.020224018,0.015632184,-0.333333333,0.128930804,-0.074942529,-1
769,-0.796766744,-0.064665127,-0.06032963,-2.069284065,-0.080357143,0.096224018,-0.040873016,-0.53968254,0.088930804,-0.780767196,-1
1971,-0.884615385,-0.230769231,0.15367037,-0.846153846,0,-0.002884615,-0.070873016,-0.53968254,-0.060705882,-0.310767196,-1
30,2.203233256,-0.064665127,-0.080181609,-1.069284065,-0.080357143,-0.000775982,-0.034367816,-0.333333333,0.118930804,-0.084942529,1
537,-0.796766744,-0.064665127,-0.19592963,-1.069284065,-0.080357143,-0.005775982,0.029126984,0.46031746,-0.151069196,0.229232804,1
1446,0.115384615,-0.230769231,0.21867037,0.153846154,0,0.007115385,-0.050873016,-0.53968254,0.031294118,-0.410767196,-1
1142,0.115384615,-0.230769231,0.12967037,0.153846154,0,0.007115385,-0.030873016,-0.53968254,0.031294118,-0.200767196,1
1076,0.833333333,0.666666667,0.83567037,15,0.919642857,-0.024,0.009126984,-0.53968254,-0.097069196,0.509232804,-1
912,-0.796766744,-0.064665127,-0.16282963,1.930715935,-0.080357143,-0.003775982,0.049126984,0.46031746,-0.142069196,0.069232804,1
272,-0.796766744,-0.064665127,-0.363381609,-1.069284065,-0.080357143,-0.002775982,0.015632184,0.666666667,0.168930804,0.115057471,-1
1439,-0.884615385,-0.230769231,-0.07532963,-1.846153846,0,0.003115385,-0.020873016,-0.53968254,0.001294118,-0.270767196,1
1199,-0.884615385,-0.230769231,0.01367037,-1.846153846,0,0.005115385,0.029126984,-0.53968254,-0.181705882,-0.600767196,-1
1316,-0.884615385,-0.230769231,0.13667037,-1.846153846,0,0.014115385,-0.090873016,-0.53968254,-0.018705882,-0.780767196,-1
1587,-2.166666667,-0.333333333,-0.286181609,-4,-0.080357143,0.028,-0.084367816,-0.333333333,0.128930804,-0.174942529,-1
1332,1.115384615,-0.230769231,-0.15492963,-1.846153846,0,-0.028884615,-0.060873016,-0.53968254,-0.082705882,-0.420767196,1
1394,-0.884615385,-0.230769231,0.15067037,0.153846154,0,0.018115385,-0.120873016,-0.53968254,-0.080705882,-0.790767196,-1
832,-0.796766744,-0.064665127,-0.08532963,-1.069284065,-0.080357143,0.068224018,-0.020873016,-0.53968254,0.218930804,-0.570767196,-1
1163,-0.884615385,-0.230769231,-0.03732963,1.153846154,0,0.024115385,-0.000873016,-0.53968254,0.001294118,-0.570767196,-1
1863,0.115384615,-0.230769231,-0.07432963,4.153846154,0,0.010115385,-0.070873016,-0.53968254,0.061294118,-0.520767196,-1
211,-0.796766744,-0.064665127,0.377818391,0.930715935,-0.080357143,0.023224018,0.005632184,0.666666667,-0.049069196,-0.214942529,1
1064,2.203233256,-0.064665127,0.13867037,0.930715935,-0.080357143,-0.001775982,-0.070873016,-0.53968254,0.001930804,-0.370767196,1
239,-0.796766744,-0.064665127,0.588818391,1.930715935,-0.080357143,0.013224018,-0.004367816,0.666666667,-0.045069196,0.425057471,1
230,-0.796766744,-0.064665127,-0.367981609,-0.069284065,-0.080357143,0.012224018,-0.094367816,-0.333333333,0.108930804,0.305057471,-1
869,0.203233256,-0.064665127,-0.12812963,0.930715935,-0.080357143,0.018224018,-0.050873016,-0.53968254,0.065930804,0.219232804,-1
1935,-0.884615385,-0.230769231,0.15067037,-1.846153846,0,0.005115385,-0.070873016,-0.53968254,-0.018705882,-0.010767196,-1
833,0.203233256,-0.064665127,0.21567037,-0.069284065,-0.080357143,-0.007775982,0.039126984,-0.53968254,0.058930804,0.079232804,1
1239,-0.884615385,-0.230769231,-0.16272963,-0.846153846,0,-0.021884615,0.019126984,-0.53968254,0.261294118,-0.330767196,1
1537,-2.166666667,-0.333333333,-0.376481609,-6,-0.080357143,0.029,0.015632184,-0.333333333,0.218930804,-0.434942529,-1
1291,-0.884615385,-0.230769231,0.05467037,-0.846153846,0,0.008115385,0.029126984,-0.53968254,0.031294118,-0.170767196,-1
1715,-2.166666667,-0.333333333,-0.04532963,-4,-0.080357143,0.031,0.029126984,-0.53968254,0.168930804,0.139232804,-1
617,2.203233256,-0.064665127,-0.03032963,7.930715935,-0.080357143,0.043224018,-0.070873016,-0.53968254,0.098930804,-0.210767196,-1
1723,1.115384615,-0.230769231,0.01967037,2.153846154,0,-0.030884615,0.049126984,-0.53968254,0.141294118,-0.070767196,-1
644,-0.796766744,-0.064665127,-0.06432963,-3.069284065,-0.080357143,0.113224018,-0.120873016,-0.53968254,0.138930804,-1.060767196,-1
741,1.203233256,-0.064665127,-0.18772963,-1.069284065,-0.080357143,0.005224018,-0.110873016,-0.53968254,0.138930804,0.179232804,1
663,-0.796766744,-0.064665127,0.18167037,-2.069284065,-0.080357143,0.025224018,-0.050873016,-0.53968254,0.158930804,-0.410767196,-1
571,1.203233256,-0.064665127,0.37967037,2.930715935,-0.080357143,-0.007775982,-0.050873016,-0.53968254,0.188930804,-0.010767196,1
1040,1.203233256,-0.064665127,0.02967037,0.930715935,-0.080357143,0.008224018,-0.050873016,-0.53968254,0.004930804,-0.390767196,1
1508,0.203233256,-0.064665127,-0.363581609,-1.069284065,-0.080357143,0.005224018,-0.114367816,-0.333333333,0.138930804,0.375057471,-1
1915,-0.884615385,-0.230769231,-0.16842963,-1.846153846,0,0.040115385,0.149126984,-0.53968254,-0.194705882,-0.790767196,-1
2032,-0.884615385,-0.230769231,0.27367037,1.153846154,0,0.007115385,-0.060873016,-0.53968254,0.161294118,-0.060767196,-1
1184,-0.884615385,-0.230769231,0.27867037,0.153846154,0,-0.011884615,-0.080873016,-0.53968254,-0.129705882,-0.370767196,-1
870,0.203233256,-0.064665127,0.01567037,3.930715935,-0.080357143,-0.022775982,-0.000873016,-0.53968254,0.098930804,-0.000767196,-1
963,2.203233256,-0.064665127,0.00267037,1.930715935,-0.080357143,0.001224018,-0.060873016,-0.53968254,0.022930804,-0.350767196,1
1632,-0.796766744,-0.064665127,0.06067037,-1.069284065,-0.080357143,0.001224018,-0.050873016,-0.53968254,0.060930804,0.259232804,-1
34,-0.796766744,-0.064665127,-0.230181609,-2.069284065,-0.080357143,0.101224018,-0.084367816,-0.333333333,0.188930804,-0.684942529,-1
1758,0.115384615,-0.230769231,-0.09332963,5.153846154,0,0.001115385,-0.060873016,-0.53968254,0.021294118,-0.250767196,-1
1019,-0.796766744,-0.064665127,0.08767037,1.930715935,-0.080357143,0.009224018,-0.000873016,-0.53968254,0.248930804,0.239232804,-1
1207,-0.884615385,-0.230769231,0.31167037,1.153846154,0,-0.026884615,-0.030873016,-0.53968254,-0.111705882,-0.060767196,-1
700,0.203233256,-0.064665127,-0.10832963,0.930715935,-0.080357143,-0.005775982,0.009126984,0.46031746,0.088930804,0.029232804,1
467,-0.796766744,-0.064665127,-0.09832963,-1.069284065,-0.080357143,-0.004775982,0.009126984,0.46031746,-0.077069196,-0.100767196,1
491,-0.796766744,-0.064665127,-0.11712963,-1.069284065,-0.080357143,-0.010775982,0.009126984,0.46031746,0.041930804,0.359232804,1
1174,2.115384615,-0.230769231,0.24467037,0.153846154,0,-0.011884615,-0.040873016,-0.53968254,0.071294118,0.199232804,-1
318,0.203233256,-0.064665127,-0.043181609,4.930715935,-0.080357143,0.003224018,-0.034367816,-0.333333333,0.020930804,0.235057471,-1
1224,-0.884615385,-0.230769231,0.20567037,0.153846154,0,0.011115385,-0.060873016,-0.53968254,-0.044705882,-0.460767196,-1
175,-0.796766744,-0.064665127,-0.275181609,-1.069284065,-0.080357143,0.011224018,0.005632184,-0.333333333,0.158930804,-0.054942529,-1
209,0.203233256,-0.064665127,-0.383541609,-0.069284065,-0.080357143,0.008224018,-0.104367816,-0.333333333,0.098930804,0.335057471,-1
1627,2.203233256,-0.064665127,-0.02932963,9.930715935,-0.080357143,0.036224018,-0.030873016,-0.53968254,0.128930804,-0.080767196,-1
1193,1.115384615,-0.230769231,0.10567037,4.153846154,0,-0.005884615,-0.000873016,-0.53968254,0.051294118,-0.190767196,-1
616,-0.796766744,-0.064665127,0.02567037,2.930715935,-0.080357143,0.047224018,-0.090873016,-0.53968254,0.067930804,-0.470767196,-1
1694,-1.166666667,-0.333333333,0.10767037,-5,-0.080357143,0.008,-0.010873016,-0.53968254,0.088930804,-0.360767196,-1
1812,-0.884615385,-0.230769231,0.18567037,0.153846154,0,-0.000884615,-0.050873016,-0.53968254,-0.063705882,0.089232804,-1
1470,-0.884615385,-0.230769231,0.08767037,-1.846153846,0,0.035115385,-0.080873016,-0.53968254,-0.031705882,-0.820767196,-1
947,0.203233256,-0.064665127,0.13767037,1.930715935,-0.080357143,-0.013775982,0.039126984,-0.53968254,-0.114069196,0.259232804,1
1584,-2.166666667,-0.333333333,0.008818391,-6,-0.080357143,0.01,-0.024367816,-0.333333333,0.138930804,0.305057471,-1
1815,2.115384615,-0.230769231,-0.18992963,4.153846154,0,-0.003884615,-0.020873016,-0.53968254,0.001294118,-0.170767196,-1
109,-0.796766744,-0.064665127,-0.079181609,0.930715935,-0.080357143,0.005224018,-0.024367816,-0.333333333,0.348930804,0.005057471,-1
1305,2.115384615,-0.230769231,0.22767037,0.153846154,0,-0.005884615,-0.050873016,-0.53968254,0.071294118,-0.260767196,-1
18,1.203233256,-0.064665127,-0.383541609,-2.069284065,-0.080357143,0.008224018,-0.104367816,-0.333333333,0.108930804,0.315057471,-1
7,-0.796766744,-0.064665127,0.019818391,-1.069284065,-0.080357143,0.046224018,-0.104367816,-0.333333333,-0.024069196,-0.614942529,-1
954,0.203233256,-0.064665127,-0.09832963,2.930715935,-0.080357143,-0.011775982,0.069126984,0.46031746,-0.113069196,0.019232804,1
968,0.203233256,-0.064665127,0.12167037,-0.069284065,-0.080357143,0.040224018,-0.010873016,-0.53968254,0.128930804,-0.460767196,1
1089,-2.166666667,-0.333333333,0.13567037,-1,-0.080357143,-0.008,-0.050873016,-0.53968254,0.168930804,-0.200767196,-1
1069,0.203233256,-0.064665127,-0.09732963,0.930715935,-0.080357143,-0.007775982,0.009126984,0.46031746,0.098930804,0.089232804,1
1548,-1.166666667,-0.333333333,0.013818391,-3,-0.080357143,0.039,0.045632184,-0.333333333,0.218930804,-0.324942529,-1
1670,-0.166666667,0.666666667,0.51467037,13,0.919642857,-0.044,0.049126984,-0.53968254,-0.040069196,0.079232804,-1
877,-0.796766744,-0.064665127,-0.02032963,-0.069284065,-0.080357143,-0.003775982,-0.000873016,0.46031746,0.073930804,0.039232804,1
2023,-0.884615385,-0.230769231,0.13267037,2.153846154,-0.080357143,0.001115385,-0.020873016,-0.53968254,0.188930804,-0.390767196,-1
1991,-0.884615385,-0.230769231,0.53467037,0.153846154,0,-0.000884615,-0.030873016,-0.53968254,-0.087705882,-0.180767196,-1
1822,-0.884615385,-0.230769231,-0.02332963,-1.846153846,0,0.067115385,0.059126984,-0.53968254,-0.018705882,-0.610767196,-1
1850,-0.884615385,-0.230769231,0.18667037,0.153846154,0,0.010115385,-0.070873016,-0.53968254,0.061294118,-0.510767196,-1
1179,-0.884615385,-0.230769231,0.23067037,2.153846154,-0.080357143,-0.023884615,-0.070873016,-0.53968254,0.044930804,-0.520767196,-1
847,0.203233256,-0.064665127,0.33567037,1.930715935,-0.080357143,0.007224018,-0.050873016,-0.53968254,0.158930804,-0.130767196,-1
829,0.203233256,-0.064665127,0.09967037,1.930715935,-0.080357143,0.001224018,-0.040873016,-0.53968254,0.021930804,-0.180767196,1
897,0.203233256,-0.064665127,0.05567037,0.930715935,-0.080357143,-0.010775982,0.019126984,0.46031746,-0.085069196,0.009232804,1
945,2.203233256,-0.064665127,0.16567037,2.930715935,-0.080357143,-0.005775982,-0.070873016,-0.53968254,-0.029069196,-0.340767196,1
413,-0.884615385,-0.230769231,-0.066181609,-1.846153846,-0.080357143,0.031115385,-0.074367816,-0.333333333,0.248930804,-0.434942529,-1
1429,-0.884615385,-0.230769231,-0.01232963,3.153846154,-0.080357143,-0.015884615,-0.110873016,-0.53968254,-0.021069196,-0.520767196,-1
656,-0.796766744,-0.064665127,-0.09232963,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,-0.107069196,0.269232804,1
1786,0.115384615,-0.230769231,0.03767037,2.153846154,0,0.028115385,-0.120873016,-0.53968254,-0.095705882,-0.770767196,-1
45,-0.796766744,-0.064665127,-0.035181609,-1.069284065,-0.080357143,0.022224018,0.025632184,-0.333333333,0.034930804,-0.064942529,-1
342,-0.796766744,-0.064665127,-0.262181609,-1.069284065,-0.080357143,0.004224018,-0.004367816,0.666666667,-0.076069196,-0.074942529,1
661,-0.796766744,-0.064665127,-0.07832963,-3.069284065,-0.080357143,0.051224018,-0.100873016,-0.53968254,0.128930804,-1.060767196,-1
1716,-0.166666667,-0.333333333,0.23867037,-1,-0.080357143,0.024,0.039126984,-0.53968254,0.071930804,0.089232804,-1
202,-0.796766744,-0.064665127,-0.231181609,0.930715935,-0.080357143,0.011224018,-0.024367816,-0.333333333,0.238930804,-0.224942529,-1
446,3.203233256,-0.064665127,0.04967037,-1.069284065,-0.080357143,0.025224018,-0.030873016,-0.53968254,0.288930804,-0.440767196,1
249,-0.796766744,-0.064665127,-0.369681609,-3.069284065,-0.080357143,0.077224018,-0.144367816,-0.333333333,0.208930804,-1.094942529,-1
1208,-0.884615385,-0.230769231,0.19567037,0.153846154,0,0.007115385,-0.040873016,-0.53968254,0.061294118,-0.230767196,-1
1576,-1.166666667,-0.333333333,0.121818391,-3,-0.080357143,0.004,-0.114367816,-0.333333333,0.012930804,0.195057471,-1
996,-0.796766744,-0.064665127,0.17967037,-2.069284065,-0.080357143,0.010224018,-0.030873016,-0.53968254,0.148930804,0.109232804,-1
130,-0.796766744,-0.064665127,-0.062181609,1.930715935,-0.080357143,0.002224018,-0.014367816,-0.333333333,0.060930804,-0.084942529,-1
334,-0.796766744,-0.064665127,-0.202181609,-2.069284065,-0.080357143,0.074224018,-0.064367816,-0.333333333,0.028930804,-0.514942529,-1
381,1.833333333,-0.333333333,-0.198181609,2,-0.080357143,0.001,-0.084367816,-0.333333333,0.238930804,0.065057471,-1
436,-0.796766744,-0.064665127,0.24367037,1.930715935,-0.080357143,-0.015775982,0.049126984,0.46031746,0.098930804,0.499232804,1
1183,-0.884615385,-0.230769231,0.16667037,1.153846154,0,0.025115385,-0.120873016,-0.53968254,0.091294118,-0.700767196,-1
107,-0.796766744,-0.064665127,0.361818391,2.930715935,-0.080357143,0.028224018,0.005632184,-0.333333333,-0.058069196,-0.064942529,1
1783,0.115384615,-0.230769231,0.17067037,0.153846154,0,-0.020884615,-0.040873016,-0.53968254,0.111294118,-0.210767196,-1
1571,-1.166666667,-0.333333333,-0.182181609,-2,-0.080357143,0.015,-0.044367816,-0.333333333,0.358930804,-0.274942529,-1
1427,-0.884615385,-0.230769231,0.28067037,2.153846154,0,-0.006884615,-0.060873016,-0.53968254,-0.125705882,-0.130767196,-1
1065,0.203233256,-0.064665127,0.24867037,1.930715935,-0.080357143,0.019224018,-0.020873016,-0.53968254,0.037930804,-0.130767196,-1
1095,-2.166666667,-0.333333333,0.21367037,0,-0.080357143,0.014,-0.010873016,-0.53968254,0.098930804,-0.030767196,-1
489,-0.796766744,-0.064665127,-0.14142963,-1.069284065,-0.080357143,-0.007775982,-0.000873016,0.46031746,0.056930804,-0.010767196,1
846,-0.796766744,-0.064665127,-0.17582963,-1.069284065,-0.080357143,-0.005775982,0.029126984,0.46031746,0.188930804,-0.030767196,1
402,1.115384615,-0.230769231,0.000818391,2.153846154,-0.080357143,-0.011884615,-0.004367816,-0.333333333,0.178930804,-0.124942529,-1
562,0.203233256,0.935334873,0.06467037,-1.069284065,0.919642857,0.031224018,0.019126984,-0.53968254,-0.021069196,-0.420767196,-1
1697,-0.166666667,-0.333333333,0.06567037,-2,-0.080357143,0.012,-0.020873016,-0.53968254,0.073930804,-0.200767196,-1
1920,-0.884615385,-0.230769231,-0.06532963,0.153846154,0,0.029115385,0.039126984,-0.53968254,-0.112705882,-0.570767196,-1
1624,2.203233256,-0.064665127,-0.03032963,7.930715935,-0.080357143,0.043224018,-0.070873016,-0.53968254,0.118930804,-0.240767196,-1
105,-0.796766744,-0.064665127,0.327818391,0.930715935,-0.080357143,0.025224018,0.005632184,-0.333333333,-0.048069196,-0.324942529,1
1028,-0.796766744,-0.064665127,0.13167037,-3.069284065,-0.080357143,0.012224018,-0.100873016,-0.53968254,0.098930804,-0.470767196,-1
1604,-0.884615385,-0.230769231,-0.038181609,5.153846154,-0.080357143,0.003115385,0.015632184,-0.333333333,0.248930804,-0.224942529,-1
781,0.203233256,-0.064665127,0.00567037,1.930715935,-0.080357143,-0.003775982,-0.050873016,-0.53968254,0.051930804,-0.400767196,-1
150,-0.796766744,-0.064665127,0.039818391,-0.069284065,-0.080357143,0.031224018,-0.094367816,-0.333333333,0.035930804,-0.364942529,1
421,1.115384615,-0.230769231,-0.354781609,2.153846154,-0.080357143,0.017115385,0.115632184,-0.333333333,0.208930804,0.185057471,-1
177,0.203233256,0.935334873,-0.087181609,-2.069284065,0.919642857,0.031224018,0.035632184,-0.333333333,0.023930804,-0.164942529,1
365,-0.166666667,-0.333333333,0.112818391,8,-0.080357143,-0.01,-0.044367816,-0.333333333,0.076930804,0.485057471,1
1556,-2.166666667,-0.333333333,-0.207181609,-4,-0.080357143,0.006,-0.084367816,-0.333333333,0.238930804,-0.054942529,-1
373,1.833333333,-0.333333333,-0.309481609,0,-0.080357143,0.028,-0.084367816,-0.333333333,0.068930804,-0.144942529,-1
327,-0.796766744,-0.064665127,-0.280181609,-1.069284065,-0.080357143,0.016224018,-0.004367816,-0.333333333,0.218930804,-0.234942529,-1
1750,0.115384615,-0.230769231,-0.08432963,1.153846154,0,0.019115385,-0.080873016,-0.53968254,0.001294118,-0.490767196,-1
1063,1.203233256,-0.064665127,0.01467037,-0.069284065,-0.080357143,0.005224018,-0.040873016,-0.53968254,-0.011069196,-0.110767196,1
1044,0.203233256,-0.064665127,0.30067037,-0.069284065,-0.080357143,-0.002775982,-0.050873016,-0.53968254,0.074930804,0.219232804,1
1118,-2.166666667,-0.333333333,-0.16432963,1,-0.080357143,0.016,0.029126984,-0.53968254,-0.015069196,-0.430767196,-1
147,-0.796766744,-0.064665127,0.019818391,-1.069284065,-0.080357143,0.046224018,-0.104367816,-0.333333333,-0.020069196,-0.394942529,-1
1352,-0.884615385,-0.230769231,0.20167037,2.153846154,0,0.002115385,-0.050873016,-0.53968254,0.051294118,-0.490767196,-1
222,-0.796766744,-0.064665127,-0.158181609,-0.069284065,-0.080357143,0.030224018,-0.044367816,-0.333333333,0.028930804,-0.254942529,1
2031,2.115384615,-0.230769231,0.27767037,5.153846154,0,-0.009884615,-0.010873016,-0.53968254,0.081294118,0.039232804,-1
309,-0.796766744,-0.064665127,-0.376181609,-3.069284065,-0.080357143,0.084224018,-0.094367816,-0.333333333,0.098930804,-0.944942529,-1
482,0.203233256,-0.064665127,0.08667037,0.930715935,-0.080357143,0.004224018,-0.060873016,-0.53968254,0.043930804,-0.410767196,-1
1681,-1.166666667,-0.333333333,-0.19512963,-4,-0.080357143,0.008,-0.060873016,-0.53968254,0.138930804,0.429232804,-1
1625,1.203233256,-0.064665127,-0.20768963,-0.069284065,-0.080357143,0.008224018,-0.100873016,-0.53968254,0.077930804,0.139232804,-1
1846,2.115384615,-0.230769231,-0.21096963,7.153846154,0,-0.000884615,0.039126984,-0.53968254,-0.297705882,0.019232804,-1
103,0.203233256,-0.064665127,0.038818391,3.930715935,-0.080357143,0.020224018,-0.064367816,-0.333333333,-0.036069196,-0.324942529,1
763,1.203233256,-0.064665127,-0.20768963,-2.069284065,-0.080357143,0.008224018,-0.100873016,-0.53968254,0.108930804,0.119232804,1
657,-0.796766744,-0.064665127,-0.14602963,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,-0.125069196,0.449232804,1
1458,-0.884615385,-0.230769231,0.22967037,1.153846154,0,-0.039884615,-0.060873016,-0.53968254,-0.107705882,0.079232804,-1
1149,0.115384615,-0.230769231,0.20467037,1.153846154,0,0.010115385,-0.060873016,-0.53968254,0.031294118,-0.420767196,-1
139,-0.796766744,-0.064665127,-0.254181609,-3.069284065,-0.080357143,0.038224018,-0.084367816,-0.333333333,0.148930804,-0.634942529,-1
215,-0.796766744,-0.064665127,-0.175181609,-1.069284065,-0.080357143,0.006224018,0.005632184,-0.333333333,0.308930804,0.395057471,-1
1791,-0.884615385,-0.230769231,-0.01732963,-1.846153846,0,-0.000884615,-0.020873016,-0.53968254,0.031294118,-0.250767196,-1
1100,-2.166666667,-0.333333333,-0.20322963,0,-0.080357143,0.017,-0.000873016,-0.53968254,0.108930804,-0.180767196,-1
1367,-0.884615385,-0.230769231,0.20567037,0.153846154,0,0.011115385,-0.060873016,-0.53968254,-0.067705882,-0.440767196,-1
206,2.203233256,-0.064665127,-0.206181609,7.930715935,-0.080357143,0.043224018,-0.074367816,-0.333333333,0.098930804,-0.014942529,-1
396,0.115384615,0.769230769,-0.088181609,-0.846153846,0.919642857,0.003115385,0.015632184,-0.333333333,0.098930804,-0.194942529,1
1601,1.115384615,-0.230769231,-0.070181609,1.153846154,-0.080357143,-0.009884615,0.025632184,-0.333333333,0.268930804,-0.224942529,-1
634,1.203233256,-0.064665127,0.32367037,1.930715935,-0.080357143,-0.004775982,-0.040873016,-0.53968254,0.178930804,-0.060767196,1
478,1.203233256,-0.064665127,0.22567037,-0.069284065,-0.080357143,-0.006775982,-0.020873016,-0.53968254,0.088930804,0.089232804,1
937,-0.796766744,-0.064665127,-0.17972963,-1.069284065,-0.080357143,-0.012775982,0.009126984,0.46031746,0.098930804,-0.010767196,1
52,-0.796766744,-0.064665127,0.378818391,1.930715935,-0.080357143,0.020224018,0.025632184,-0.333333333,-0.073069196,0.055057471,1
594,-0.796766744,-0.064665127,-0.14032963,-2.069284065,-0.080357143,-0.001775982,-0.010873016,0.46031746,-0.050069196,-0.120767196,1
1890,2.115384615,-0.230769231,-0.20910963,4.153846154,0,-0.016884615,-0.000873016,-0.53968254,0.341294118,-0.210767196,-1
544,0.203233256,-0.064665127,-0.15242963,0.930715935,-0.080357143,-0.006775982,0.009126984,0.46031746,0.057930804,0.059232804,1
637,-0.796766744,-0.064665127,-0.02632963,-2.069284065,-0.080357143,0.074224018,-0.060873016,-0.53968254,0.028930804,-0.710767196,-1
361,-0.796766744,-0.064665127,-0.244181609,-2.069284065,-0.080357143,0.080224018,-0.034367816,-0.333333333,0.178930804,-0.364942529,-1
1160,-0.884615385,-0.230769231,0.20667037,0.153846154,0,0.010115385,-0.060873016,-0.53968254,0.061294118,-0.450767196,-1
71,-0.796766744,-0.064665127,-0.153181609,0.930715935,-0.080357143,0.028224018,-0.054367816,-0.333333333,0.024930804,-0.204942529,-1
1690,-1.166666667,-0.333333333,-0.06432963,-4,-0.080357143,0.022,-0.030873016,-0.53968254,-0.054069196,-0.260767196,-1
1595,-2.166666667,-0.333333333,-0.239181609,-1,-0.080357143,-0.019,-0.014367816,-0.333333333,0.228930804,0.265057471,-1
2,-0.796766744,-0.064665127,-0.265181609,0.930715935,-0.080357143,0.003224018,0.015632184,-0.333333333,0.388930804,0.465057471,-1
932,-0.796766744,-0.064665127,-0.05632963,-2.069284065,-0.080357143,0.087224018,-0.070873016,-0.53968254,0.158930804,-0.780767196,-1
1072,3.203233256,-0.064665127,0.07967037,0.930715935,-0.080357143,-0.008775982,-0.050873016,-0.53968254,-0.085069196,-0.010767196,1
22,-0.796766744,-0.064665127,-0.354081609,-3.069284065,-0.080357143,0.096224018,0.005632184,-0.333333333,0.278930804,-0.744942529,-1
386,-1.166666667,-0.333333333,-0.303981609,-2,-0.080357143,0.02,-0.054367816,-0.333333333,0.065930804,0.415057471,-1
1904,-0.884615385,-0.230769231,-0.16102963,0.153846154,0,0.032115385,-0.150873016,-0.53968254,-0.028705882,-0.940767196,-1
1494,-0.884615385,-0.230769231,-0.13762963,1.153846154,0,0.005115385,-0.020873016,-0.53968254,0.041294118,-0.450767196,-1
352,-0.796766744,-0.064665127,-0.136181609,-3.069284065,-0.080357143,0.037224018,-0.064367816,-0.333333333,0.188930804,-0.694942529,-1
1431,-0.884615385,-0.230769231,0.27267037,0.153846154,0,-0.005884615,-0.030873016,-0.53968254,0.061294118,-0.380767196,-1
1292,0.115384615,-0.230769231,-0.15432963,1.153846154,0,-0.022884615,-0.050873016,-0.53968254,0.051294118,-0.000767196,-1
1444,1.115384615,-0.230769231,0.21467037,6.153846154,0,-0.028884615,-0.070873016,-0.53968254,-0.127705882,-0.030767196,-1
695,-0.796766744,-0.064665127,-0.06732963,-1.069284065,-0.080357143,-0.009775982,0.019126984,0.46031746,-0.065069196,0.449232804,1
1479,-0.884615385,-0.230769231,0.04567037,-1.846153846,0,0.029115385,-0.050873016,-0.53968254,0.141294118,-0.500767196,-1
1635,0.203233256,-0.064665127,0.38867037,0.930715935,-0.080357143,0.011224018,0.029126984,-0.53968254,0.138930804,0.039232804,-1
1667,-1.166666667,-0.333333333,-0.11432963,-2,-0.080357143,0.017,-0.020873016,-0.53968254,0.098930804,-0.290767196,-1
1992,-0.884615385,-0.230769231,-0.21432963,4.153846154,0,-0.038884615,-0.070873016,-0.53968254,-0.030705882,-0.330767196,-1
