Cpd,CATS2D_09_DA_me,C-012_me,VE1sign_D/Dt_bt,F08[C-O]_me,C-012_at,VE2_D/Dt_me,SpMAD_AEA(dm)_bt,S-109_bt,GATS3p_at,HyWi_B(s)_bt,Active
933,1.203233256,-0.064665127,0.17867037,1.930715935,-0.080357143,-0.000775982,-0.070873016,-0.53968254,0.019930804,-0.370767196,1
605,-0.796766744,-0.064665127,-0.18942963,-1.069284065,-0.080357143,0.000224018,0.009126984,0.46031746,-0.088069196,-0.170767196,1
1535,-1.166666667,-0.333333333,0.019818391,-6,-0.080357143,0.03,-0.094367816,-0.333333333,0.118930804,-0.464942529,-1
536,-0.796766744,-0.064665127,-0.04532963,-3.069284065,-0.080357143,0.059224018,-0.000873016,-0.53968254,0.318930804,-0.650767196,-1
1449,-0.884615385,-0.230769231,0.08467037,0.153846154,0,0.008115385,-0.040873016,-0.53968254,0.191294118,-0.420767196,-1
160,-0.796766744,-0.064665127,-0.046181609,-3.069284065,-0.080357143,0.064224018,-0.094367816,-0.333333333,0.238930804,-0.814942529,-1
1856,0.115384615,-0.230769231,0.02567037,2.153846154,0,-0.022884615,-0.070873016,-0.53968254,0.021294118,-0.240767196,-1
1830,-0.884615385,-0.230769231,0.17567037,7.153846154,0,-0.026884615,0.069126984,-0.53968254,0.071294118,0.169232804,-1
40,0.203233256,-0.064665127,0.090818391,-0.069284065,-0.080357143,0.031224018,-0.084367816,-0.333333333,0.001930804,-0.454942529,-1
472,-0.796766744,-0.064665127,-0.07032963,-2.069284065,-0.080357143,-0.001775982,0.029126984,0.46031746,-0.155069196,0.319232804,1
1131,-1.166666667,-0.333333333,0.25867037,0,-0.080357143,0.005,-0.040873016,-0.53968254,0.108930804,-0.140767196,-1
1777,-0.884615385,-0.230769231,-0.14902963,-1.846153846,0,-0.002884615,0.029126984,-0.53968254,0.211294118,-0.410767196,-1
1162,-0.884615385,-0.230769231,0.18567037,-0.846153846,0,-0.003884615,-0.070873016,-0.53968254,0.101294118,0.029232804,-1
1598,-0.884615385,-0.230769231,0.008818391,4.153846154,-0.080357143,-0.014884615,-0.004367816,-0.333333333,0.228930804,-0.114942529,-1
1618,-0.796766744,-0.064665127,0.21867037,-0.069284065,-0.080357143,0.031224018,0.009126984,-0.53968254,0.218930804,-0.490767196,-1
622,0.203233256,0.935334873,0.08867037,-2.069284065,0.919642857,0.031224018,0.039126984,-0.53968254,0.023930804,-0.360767196,1
1788,-0.884615385,-0.230769231,0.03167037,-1.846153846,0,-0.000884615,-0.060873016,-0.53968254,0.211294118,-0.380767196,-1
1327,0.115384615,-0.230769231,0.22167037,5.153846154,-0.080357143,-0.024884615,-0.080873016,-0.53968254,0.013930804,-0.410767196,-1
1075,-2.166666667,-0.333333333,-0.00132963,-2,-0.080357143,0.014,-0.080873016,-0.53968254,0.148930804,-0.340767196,-1
642,2.203233256,-0.064665127,0.09567037,-1.069284065,-0.080357143,-0.000775982,-0.030873016,-0.53968254,0.118930804,-0.280767196,1
1868,-0.884615385,-0.230769231,0.24067037,-0.846153846,0,-0.008884615,-0.050873016,-0.53968254,-0.112705882,-0.190767196,-1
159,-0.796766744,-0.064665127,-0.077181609,-1.069284065,-0.080357143,0.045224018,-0.084367816,-0.333333333,-0.099069196,-0.534942529,-1
925,1.203233256,-0.064665127,0.12467037,-0.069284065,-0.080357143,-0.013775982,-0.040873016,-0.53968254,0.057930804,0.129232804,1
722,-0.796766744,-0.064665127,-0.14372963,-1.069284065,-0.080357143,-0.003775982,0.029126984,0.46031746,-0.061069196,0.109232804,1
60,-0.796766744,-0.064665127,-0.265181609,0.930715935,-0.080357143,0.003224018,0.025632184,-0.333333333,0.388930804,0.375057471,-1
743,-0.796766744,-0.064665127,0.09367037,-0.069284065,-0.080357143,-0.011775982,0.019126984,0.46031746,-0.090069196,0.019232804,1
1964,1.115384615,-0.230769231,0.12367037,5.153846154,0,0.004115385,-0.010873016,-0.53968254,0.111294118,-0.350767196,-1
589,-0.796766744,-0.064665127,-0.09832963,-1.069284065,-0.080357143,-0.004775982,0.009126984,0.46031746,-0.143069196,-0.090767196,1
280,-0.796766744,-0.064665127,-0.260181609,-3.069284065,-0.080357143,0.019224018,-0.074367816,-0.333333333,0.158930804,-0.204942529,-1
709,-0.796766744,-0.064665127,-0.03532963,-1.069284065,-0.080357143,-0.016775982,-0.020873016,0.46031746,0.178930804,-0.050767196,1
31,-0.796766744,-0.064665127,-0.304281609,-1.069284065,-0.080357143,0.019224018,-0.024367816,-0.333333333,0.428930804,-0.074942529,-1
528,0.203233256,-0.064665127,0.09967037,-0.069284065,-0.080357143,0.001224018,-0.010873016,-0.53968254,0.009930804,-0.110767196,1
1853,0.115384615,-0.230769231,-0.10332963,1.153846154,0,-0.012884615,-0.050873016,-0.53968254,0.051294118,-0.220767196,-1
1633,-0.796766744,-0.064665127,0.00467037,4.930715935,-0.080357143,0.042224018,-0.060873016,-0.53968254,0.078930804,-0.360767196,-1
1907,1.115384615,-0.230769231,-0.19092963,0.153846154,0,0.009115385,-0.000873016,-0.53968254,-0.374705882,-0.450767196,-1
1693,-1.166666667,-0.333333333,-0.00632963,-2,-0.080357143,0.015,-0.040873016,-0.53968254,0.358930804,-0.470767196,-1
849,0.203233256,-0.064665127,0.02667037,-2.069284065,-0.080357143,0.048224018,-0.060873016,-0.53968254,0.158930804,-0.470767196,1
645,0.203233256,-0.064665127,-0.17412963,1.930715935,-0.080357143,0.012224018,-0.090873016,-0.53968254,0.021930804,-0.340767196,-1
227,0.203233256,1.935334873,-0.129181609,-2.069284065,1.919642857,0.019224018,0.035632184,-0.333333333,0.098930804,0.185057471,1
906,-0.796766744,-0.064665127,0.05467037,-1.069284065,-0.080357143,-0.010775982,0.049126984,0.46031746,0.063930804,0.369232804,1
1726,-0.884615385,-0.230769231,0.15967037,-1.846153846,0,0.005115385,-0.070873016,-0.53968254,-0.173705882,-0.420767196,-1
752,1.203233256,-0.064665127,0.19667037,-0.069284065,-0.080357143,-0.004775982,0.099126984,-0.53968254,0.017930804,0.109232804,1
1007,-0.796766744,-0.064665127,-0.00132963,-1.069284065,-0.080357143,-0.005775982,-0.000873016,0.46031746,-0.090069196,0.249232804,1
1468,-0.884615385,-0.230769231,0.19167037,-1.846153846,0,0.027115385,-0.050873016,-0.53968254,0.091294118,-0.710767196,-1
1034,-0.796766744,-0.064665127,-0.10032963,0.930715935,-0.080357143,-0.007775982,-0.000873016,0.46031746,-0.185069196,0.249232804,1
761,-0.796766744,-0.064665127,-0.14602963,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,-0.104069196,0.359232804,1
1212,0.115384615,-0.230769231,0.19667037,3.153846154,0,0.006115385,-0.050873016,-0.53968254,0.041294118,-0.470767196,-1
290,2.203233256,-0.064665127,-0.079181609,-1.069284065,-0.080357143,-0.004775982,-0.034367816,-0.333333333,0.128930804,-0.054942529,1
1256,-0.884615385,-0.230769231,-0.09532963,0.153846154,0,0.035115385,-0.110873016,-0.53968254,-0.120705882,-0.790767196,-1
1695,-0.166666667,-0.333333333,-0.14732963,-3,-0.080357143,0.012,-0.060873016,-0.53968254,0.060930804,-0.220767196,-1
1354,-0.884615385,-0.230769231,0.28067037,0.153846154,0,-0.010884615,-0.050873016,-0.53968254,-0.072705882,-0.290767196,1
353,-0.796766744,-0.064665127,-0.243181609,-3.069284065,-0.080357143,0.023224018,-0.094367816,-0.333333333,0.218930804,-0.244942529,-1
1176,-0.884615385,-0.230769231,-0.13282963,1.153846154,0,0.002115385,0.039126984,-0.53968254,-0.200705882,-0.570767196,-1
962,1.203233256,-0.064665127,0.06467037,3.930715935,-0.080357143,-0.018775982,-0.030873016,-0.53968254,0.026930804,-0.060767196,-1
1333,-0.884615385,-0.230769231,-0.13222963,-1.846153846,0,-0.001884615,-0.070873016,-0.53968254,0.111294118,-0.240767196,-1
967,-0.796766744,-0.064665127,-0.08232963,-1.069284065,-0.080357143,-0.012775982,0.009126984,0.46031746,0.054930804,0.389232804,1
1780,-0.884615385,-0.230769231,0.06367037,0.153846154,0,-0.000884615,-0.020873016,-0.53968254,-0.018705882,-0.180767196,-1
584,-0.796766744,-0.064665127,-0.12412963,-2.069284065,-0.080357143,-0.006775982,0.009126984,0.46031746,-0.115069196,-0.110767196,1
1860,-0.884615385,-0.230769231,0.05267037,-1.846153846,0,0.024115385,-0.060873016,-0.53968254,0.011294118,-0.670767196,-1
1709,-2.166666667,-0.333333333,-0.11032963,-3,-0.080357143,0.025,0.059126984,-0.53968254,0.031930804,-0.160767196,-1
736,-0.796766744,-0.064665127,-0.06132963,-0.069284065,-0.080357143,-0.000775982,0.019126984,0.46031746,0.001930804,-0.180767196,1
739,-0.796766744,-0.064665127,0.09867037,-3.069284065,-0.080357143,0.012224018,-0.060873016,-0.53968254,0.138930804,-0.480767196,-1
1906,-0.884615385,-0.230769231,-0.13012963,-1.846153846,0,0.081115385,-0.030873016,-0.53968254,0.141294118,-1.370767196,-1
1497,0.115384615,-0.230769231,0.23267037,0.153846154,0,-0.002884615,-0.040873016,-0.53968254,0.031294118,0.109232804,-1
1566,-1.166666667,-0.333333333,0.082818391,2,-0.080357143,0.016,-0.084367816,-0.333333333,0.067930804,-0.024942529,-1
1486,-0.884615385,-0.230769231,-0.15102963,0.153846154,0,0.015115385,-0.020873016,-0.53968254,-0.034705882,-0.700767196,-1
908,-0.796766744,-0.064665127,-0.18192963,-1.069284065,-0.080357143,-0.006775982,0.019126984,0.46031746,-0.157069196,0.269232804,1
1848,1.115384615,-0.230769231,-0.15032963,2.153846154,0,0.012115385,0.039126984,-0.53968254,0.041294118,-0.050767196,-1
1880,0.115384615,-0.230769231,-0.17442963,4.153846154,0,-0.000884615,-0.000873016,-0.53968254,-0.018705882,-0.310767196,-1
397,-0.884615385,-0.230769231,-0.048181609,2.153846154,-0.080357143,0.007115385,-0.024367816,-0.333333333,0.158930804,-0.144942529,-1
1651,-2.166666667,-0.333333333,-0.20062963,-6,-0.080357143,0.029,0.019126984,-0.53968254,0.218930804,-0.630767196,-1
241,-0.796766744,-0.064665127,-0.330481609,-1.069284065,-0.080357143,0.054224018,-0.084367816,-0.333333333,0.076930804,-0.454942529,-1
1829,0.115384615,-0.230769231,0.08667037,0.153846154,0,-0.005884615,-0.020873016,-0.53968254,0.001294118,-0.060767196,-1
1545,-2.166666667,-0.333333333,-0.171181609,-4,-0.080357143,0.024,-0.014367816,-0.333333333,0.073930804,-0.234942529,-1
273,-0.796766744,-0.064665127,-0.040181609,-3.069284065,-0.080357143,0.042224018,-0.064367816,-0.333333333,0.062930804,-0.744942529,-1
1456,0.115384615,-0.230769231,0.20767037,1.153846154,0,-0.011884615,-0.090873016,-0.53968254,0.031294118,-0.460767196,-1
638,-0.796766744,-0.064665127,-0.15462963,-1.069284065,-0.080357143,0.054224018,-0.080873016,-0.53968254,0.076930804,-0.650767196,-1
1362,-0.884615385,-0.230769231,-0.21423963,-0.846153846,0,0.014115385,0.019126984,-0.53968254,0.201294118,-0.320767196,-1
338,-0.796766744,-0.064665127,0.520818391,2.930715935,-0.080357143,0.015224018,0.015632184,0.666666667,-0.011069196,0.405057471,1
1745,1.115384615,-0.230769231,-0.10932963,3.153846154,0,-0.010884615,-0.100873016,-0.53968254,-0.050705882,-0.380767196,-1
1930,-0.884615385,-0.230769231,0.04067037,-1.846153846,0,0.001115385,-0.020873016,-0.53968254,-0.097705882,-0.220767196,-1
463,-0.796766744,-0.064665127,-0.12812963,-1.069284065,-0.080357143,-0.008775982,0.019126984,0.46031746,0.128930804,0.019232804,1
298,-0.796766744,-0.064665127,-0.241181609,-2.069284065,-0.080357143,0.087224018,-0.064367816,-0.333333333,0.268930804,-0.584942529,-1
1724,-0.884615385,-0.230769231,-0.18542963,3.153846154,0,0.004115385,-0.050873016,-0.53968254,-0.037705882,-0.290767196,-1
1192,0.115384615,-0.230769231,-0.10032963,1.153846154,0,0.050115385,0.089126984,-0.53968254,0.201294118,-0.510767196,-1
1700,-1.166666667,-0.333333333,0.17767037,1,-0.080357143,0.01,-0.060873016,-0.53968254,0.108930804,-0.260767196,-1
670,-0.796766744,-0.064665127,-0.14082963,-1.069284065,-0.080357143,-0.009775982,-0.000873016,0.46031746,0.069930804,-0.000767196,1
1742,-0.884615385,-0.230769231,0.25967037,0.153846154,0,-0.008884615,-0.060873016,-0.53968254,0.211294118,-0.300767196,-1
1115,-0.166666667,0.666666667,-0.20979963,4,0.919642857,0,0.079126984,-0.53968254,-0.081069196,-0.180767196,1
1070,-0.796766744,-0.064665127,-0.07032963,-0.069284065,-0.080357143,-0.001775982,0.039126984,0.46031746,-0.104069196,0.029232804,1
1707,-2.166666667,-0.333333333,0.23867037,1,-0.080357143,-0.002,-0.050873016,-0.53968254,0.198930804,0.189232804,-1
53,0.203233256,-0.064665127,0.038818391,1.930715935,-0.080357143,0.020224018,-0.064367816,-0.333333333,0.023930804,-0.364942529,1
1269,-0.884615385,-0.230769231,-0.15562963,1.153846154,0,-0.004884615,-0.030873016,-0.53968254,-0.121705882,-0.420767196,-1
1240,-0.884615385,-0.230769231,-0.03132963,-1.846153846,0,0.018115385,-0.040873016,-0.53968254,0.061294118,-0.620767196,-1
214,-0.796766744,-0.064665127,-0.292981609,-1.069284065,-0.080357143,-0.010775982,0.005632184,0.666666667,0.041930804,0.555057471,1
67,-0.796766744,-0.064665127,-0.155181609,-0.069284065,-0.080357143,0.043224018,-0.054367816,-0.333333333,0.088930804,-0.294942529,-1
721,-0.796766744,-0.064665127,-0.14602963,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,-0.109069196,0.279232804,1
835,1.203233256,-0.064665127,0.05867037,-0.069284065,-0.080357143,-0.002775982,-0.050873016,-0.53968254,-0.051069196,-0.490767196,1
1373,-0.884615385,-0.230769231,0.37667037,2.153846154,0,-0.018884615,-0.050873016,-0.53968254,-0.122705882,0.089232804,-1
1046,0.203233256,0.935334873,0.30567037,-0.069284065,0.919642857,-0.004775982,-0.020873016,-0.53968254,0.128930804,0.119232804,1
341,-0.796766744,-0.064665127,-0.231181609,-2.069284065,-0.080357143,0.046224018,-0.074367816,-0.333333333,0.158930804,-0.374942529,-1
134,-0.796766744,-0.064665127,-0.219181609,0.930715935,-0.080357143,0.034224018,-0.014367816,-0.333333333,0.088930804,-0.074942529,-1
340,0.203233256,-0.064665127,-0.054181609,-0.069284065,-0.080357143,0.040224018,-0.014367816,-0.333333333,0.128930804,-0.264942529,1
1839,-0.884615385,-0.230769231,-0.14862963,-1.846153846,0,0.032115385,0.169126984,-0.53968254,-0.145705882,-0.320767196,-1
2004,-0.884615385,-0.230769231,-0.06432963,0.153846154,0,0.045115385,0.039126984,-0.53968254,0.001294118,-0.520767196,-1
1975,0.115384615,-0.230769231,0.01667037,0.153846154,0,-0.020884615,-0.070873016,-0.53968254,-0.046705882,-0.390767196,-1
1365,0.115384615,-0.230769231,-0.06832963,4.153846154,0,-0.016884615,-0.070873016,-0.53968254,0.091294118,-0.250767196,-1
1,-0.796766744,-0.064665127,0.382818391,3.930715935,-0.080357143,0.018224018,0.005632184,-0.333333333,-0.044069196,-0.044942529,1
540,-0.796766744,-0.064665127,0.07567037,2.930715935,-0.080357143,0.012224018,-0.020873016,-0.53968254,0.238930804,0.299232804,-1
807,-0.796766744,-0.064665127,-0.16272963,-2.069284065,-0.080357143,0.012224018,0.019126984,0.46031746,-0.152069196,-0.250767196,-1
586,-0.796766744,-0.064665127,-0.11712963,-1.069284065,-0.080357143,-0.010775982,0.009126984,0.46031746,0.026930804,0.449232804,1
707,0.203233256,-0.064665127,-0.09232963,0.930715935,-0.080357143,-0.001775982,0.039126984,0.46031746,-0.073069196,-0.030767196,1
1874,-0.884615385,-0.230769231,0.04067037,-0.846153846,0,0.001115385,-0.020873016,-0.53968254,-0.044705882,-0.180767196,-1
262,-0.796766744,-0.064665127,-0.221181609,-1.069284065,-0.080357143,0.016224018,-0.014367816,-0.333333333,0.268930804,-0.284942529,-1
1454,-0.884615385,-0.230769231,0.00267037,1.153846154,-0.080357143,-0.018884615,-0.030873016,-0.53968254,0.138930804,-0.560767196,-1
1586,-2.166666667,-0.333333333,-0.301081609,1,-0.080357143,0.009,-0.004367816,-0.333333333,0.056930804,0.005057471,-1
1389,-0.884615385,-0.230769231,0.26567037,2.153846154,0,-0.005884615,-0.050873016,-0.53968254,-0.123705882,-0.130767196,-1
55,1.203233256,-0.064665127,0.177818391,2.930715935,-0.080357143,-0.002775982,-0.064367816,-0.333333333,0.098930804,0.375057471,-1
1182,0.115384615,-0.230769231,0.02267037,1.153846154,0,0.008115385,-0.110873016,-0.53968254,0.061294118,-0.570767196,-1
137,-0.796766744,-0.064665127,-0.297881609,-1.069284065,-0.080357143,0.014224018,-0.014367816,-0.333333333,0.408930804,0.215057471,-1
822,0.203233256,-0.064665127,0.09467037,1.930715935,-0.080357143,-0.007775982,-0.040873016,-0.53968254,0.042930804,-0.210767196,1
765,-0.796766744,-0.064665127,-0.10932963,-1.069284065,-0.080357143,-0.003775982,0.029126984,0.46031746,-0.144069196,-0.050767196,1
224,0.203233256,-0.064665127,0.017818391,-0.069284065,-0.080357143,0.028224018,-0.054367816,-0.333333333,0.118930804,-0.194942529,-1
113,0.203233256,-0.064665127,-0.149181609,-2.069284065,-0.080357143,0.048224018,-0.064367816,-0.333333333,0.158930804,-0.274942529,-1
1281,-0.884615385,-0.230769231,-0.20761963,-1.846153846,0,-0.001884615,0.059126984,-0.53968254,0.291294118,-0.580767196,-1
764,2.203233256,-0.064665127,0.09667037,-1.069284065,-0.080357143,-0.004775982,-0.030873016,-0.53968254,0.128930804,-0.250767196,1
1580,-2.166666667,-0.333333333,-0.056181609,-4,-0.080357143,0.023,0.005632184,-0.333333333,0.088930804,-0.104942529,-1
1248,-0.884615385,-0.230769231,0.23367037,2.153846154,0,-0.019884615,-0.020873016,-0.53968254,-0.143705882,-0.010767196,-1
119,-0.796766744,-0.064665127,-0.265181609,0.930715935,-0.080357143,0.003224018,0.015632184,-0.333333333,0.348930804,0.235057471,-1
546,-0.796766744,-0.064665127,-0.01732963,-2.069284065,-0.080357143,0.050224018,-0.050873016,-0.53968254,0.228930804,-0.630767196,-1
1473,-0.884615385,-0.230769231,0.09367037,0.153846154,0,0.002115385,-0.020873016,-0.53968254,0.051294118,-0.150767196,-1
902,-0.796766744,-0.064665127,-0.06832963,-1.069284065,-0.080357143,-0.003775982,-0.000873016,0.46031746,-0.124069196,-0.120767196,1
1156,0.115384615,-0.230769231,-0.12812963,2.153846154,0,-0.005884615,-0.050873016,-0.53968254,-0.041705882,0.219232804,-1
379,-0.166666667,-0.333333333,-0.121181609,1,-0.080357143,0.013,-0.024367816,-0.333333333,0.138930804,0.145057471,-1
1438,2.115384615,-0.230769231,0.00667037,3.153846154,0,-0.013884615,0.009126984,-0.53968254,0.011294118,-0.080767196,-1
1133,-1.166666667,0.666666667,-0.19922963,1,0.919642857,-0.004,0.049126984,-0.53968254,-0.105069196,-0.290767196,1
1467,0.115384615,0.769230769,0.06167037,0.153846154,0.919642857,0.002115385,0.039126984,-0.53968254,-0.024069196,-0.220767196,-1
1436,0.115384615,0.769230769,0.06467037,-0.846153846,0.919642857,0.007115385,0.019126984,-0.53968254,-0.007069196,-0.400767196,1
1911,-0.884615385,-0.230769231,-0.18942963,5.153846154,0,-0.025884615,0.039126984,-0.53968254,0.131294118,0.329232804,-1
243,0.203233256,-0.064665127,-0.123181609,-0.069284065,-0.080357143,0.033224018,-0.044367816,-0.333333333,0.002930804,-0.254942529,-1
759,-0.796766744,-0.064665127,0.05067037,3.930715935,-0.080357143,-0.021775982,-0.000873016,-0.53968254,0.118930804,-0.050767196,-1
1289,-0.884615385,-0.230769231,0.28567037,1.153846154,0,-0.020884615,-0.060873016,-0.53968254,-0.162705882,-0.000767196,-1
199,-0.796766744,-0.064665127,-0.035181609,-1.069284065,-0.080357143,0.022224018,0.025632184,-0.333333333,0.050930804,-0.084942529,1
1946,-0.884615385,-0.230769231,-0.17752963,1.153846154,0,0.008115385,-0.010873016,-0.53968254,-0.028705882,-0.500767196,-1
693,0.203233256,-0.064665127,-0.07532963,-1.069284065,-0.080357143,0.077224018,-0.070873016,-0.53968254,0.198930804,-0.770767196,-1
1415,0.115384615,-0.230769231,0.22667037,1.153846154,0,0.009115385,-0.060873016,-0.53968254,0.121294118,-0.410767196,-1
673,-0.796766744,-0.064665127,-0.06732963,-1.069284065,-0.080357143,-0.009775982,0.019126984,0.46031746,-0.109069196,0.379232804,1
173,-0.796766744,-0.064665127,-0.160181609,-3.069284065,-0.080357143,0.039224018,-0.084367816,-0.333333333,0.071930804,-0.464942529,-1
471,-0.796766744,-0.064665127,-0.14462963,-1.069284065,-0.080357143,-0.013775982,-0.020873016,0.46031746,0.118930804,-0.060767196,1
619,-0.796766744,-0.064665127,0.09567037,1.930715935,-0.080357143,-0.007775982,-0.050873016,-0.53968254,0.040930804,-0.210767196,-1
1857,-0.884615385,-0.230769231,0.31567037,-1.846153846,0,-0.004884615,-0.060873016,-0.53968254,0.291294118,-0.320767196,-1
873,0.203233256,-0.064665127,0.19967037,1.930715935,-0.080357143,-0.011775982,-0.070873016,-0.53968254,0.000930804,0.259232804,1
351,-0.796766744,-0.064665127,0.377818391,1.930715935,-0.080357143,0.023224018,0.005632184,-0.333333333,-0.077069196,-0.134942529,1
998,0.203233256,-0.064665127,0.14167037,0.930715935,-0.080357143,0.028224018,-0.040873016,-0.53968254,0.036930804,-0.300767196,-1
1405,0.115384615,-0.230769231,-0.00432963,-1.846153846,0,-0.000884615,-0.080873016,-0.53968254,0.091294118,-0.360767196,-1
267,-0.796766744,-0.064665127,0.060818391,-0.069284065,-0.080357143,0.023224018,-0.094367816,-0.333333333,0.000930804,-0.264942529,-1
1331,0.115384615,-0.230769231,-0.20032963,0.153846154,0,0.013115385,-0.040873016,-0.53968254,-0.035705882,-0.630767196,-1
1411,-0.884615385,-0.230769231,0.11667037,-1.846153846,0,0.022115385,-0.100873016,-0.53968254,0.031294118,-0.850767196,-1
276,-0.796766744,-0.064665127,-0.076181609,0.930715935,-0.080357143,0.008224018,-0.034367816,-0.333333333,0.378930804,0.135057471,-1
1533,-1.166666667,-0.333333333,-0.388161609,-5,-0.080357143,0.018,-0.004367816,-0.333333333,0.188930804,-0.254942529,-1
1301,0.115384615,-0.230769231,-0.12412963,2.153846154,0,0.022115385,-0.090873016,-0.53968254,0.071294118,-0.590767196,-1
1006,-0.796766744,-0.064665127,0.07367037,1.930715935,-0.080357143,-0.015775982,-0.040873016,-0.53968254,0.178930804,-0.210767196,-1
614,-0.796766744,-0.064665127,-0.03732963,-2.069284065,-0.080357143,0.082224018,-0.090873016,-0.53968254,0.018930804,-0.770767196,-1
1030,0.203233256,-0.064665127,0.07467037,3.930715935,-0.080357143,-0.015775982,-0.010873016,-0.53968254,0.158930804,-0.120767196,-1
1053,-0.796766744,-0.064665127,0.16667037,1.930715935,-0.080357143,-0.012775982,-0.000873016,0.46031746,-0.003069196,0.069232804,1
1746,1.115384615,-0.230769231,-0.21432963,0.153846154,0,0.007115385,-0.150873016,-0.53968254,-0.031705882,-0.380767196,-1
1561,-1.166666667,-0.333333333,0.069818391,-1,-0.080357143,0.007,-0.014367816,-0.333333333,0.168930804,0.215057471,-1
10,-0.796766744,-0.064665127,-0.138181609,-0.069284065,-0.080357143,0.032224018,0.045632184,-0.333333333,0.037930804,-0.564942529,1
1130,-1.166666667,-0.333333333,0.01967037,-5,-0.080357143,0.047,-0.070873016,-0.53968254,0.188930804,-0.380767196,-1
1190,0.115384615,0.769230769,0.08767037,-0.846153846,0.919642857,0.003115385,0.019126984,-0.53968254,0.098930804,-0.390767196,1
1437,-0.884615385,-0.230769231,0.20967037,2.153846154,0,-0.008884615,-0.020873016,-0.53968254,-0.069705882,-0.040767196,-1
14,-0.796766744,-0.064665127,0.407818391,0.930715935,-0.080357143,0.024224018,0.005632184,-0.333333333,-0.049069196,-0.304942529,1
762,1.203233256,0.935334873,-0.01432963,-0.069284065,0.919642857,-0.000775982,-0.010873016,-0.53968254,0.077930804,-0.080767196,1
1999,1.115384615,-0.230769231,0.18067037,0.153846154,0,0.005115385,-0.050873016,-0.53968254,0.021294118,-0.200767196,-1
398,1.115384615,-0.230769231,-0.076181609,3.153846154,-0.080357143,-0.003884615,0.025632184,-0.333333333,0.308930804,-0.144942529,-1
1093,-1.166666667,-0.333333333,-0.04432963,2,-0.080357143,0.006,-0.050873016,-0.53968254,0.168930804,-0.090767196,-1
383,-2.166666667,-0.333333333,-0.362481609,-4,-0.080357143,0.032,0.035632184,-0.333333333,0.238930804,-0.394942529,-1
1955,-0.884615385,-0.230769231,0.16867037,2.153846154,0,0.005115385,0.019126984,-0.53968254,0.091294118,-0.120767196,-1
1009,1.203233256,-0.064665127,-0.14372963,-0.069284065,-0.080357143,-0.003775982,-0.050873016,-0.53968254,0.148930804,0.379232804,1
733,-0.796766744,-0.064665127,-0.04532963,-2.069284065,-0.080357143,0.004224018,0.009126984,0.46031746,-0.122069196,-0.200767196,1
1522,-2.166666667,-0.333333333,0.187818391,-1,-0.080357143,0.005,-0.024367816,-0.333333333,0.168930804,0.025057471,-1
1434,1.115384615,-0.230769231,0.19767037,0.153846154,0,-0.002884615,-0.080873016,-0.53968254,0.001294118,-0.440767196,-1
1534,-0.166666667,-0.333333333,0.070818391,3,-0.080357143,0.001,-0.034367816,-0.333333333,0.067930804,0.315057471,-1
639,-0.796766744,-0.064665127,0.02467037,1.930715935,-0.080357143,-0.000775982,-0.050873016,-0.53968254,0.062930804,-0.420767196,-1
1319,-0.884615385,-0.230769231,-0.01232963,2.153846154,-0.080357143,-0.015884615,-0.040873016,-0.53968254,0.069930804,-0.560767196,-1
585,0.203233256,-0.064665127,-0.10832963,-1.069284065,-0.080357143,-0.012775982,0.079126984,0.46031746,-0.038069196,0.319232804,1
247,1.203233256,-0.064665127,-0.157181609,4.930715935,-0.080357143,-0.006775982,0.015632184,-0.333333333,0.042930804,0.185057471,1
400,0.115384615,-0.230769231,-0.067181609,3.153846154,-0.080357143,-0.017884615,-0.024367816,-0.333333333,0.029930804,-0.034942529,-1
1263,-0.884615385,-0.230769231,-0.10032963,0.153846154,0,0.050115385,0.109126984,-0.53968254,0.091294118,-0.650767196,-1
971,-0.796766744,-0.064665127,-0.13972963,-3.069284065,-0.080357143,0.036224018,-0.070873016,-0.53968254,-0.006069196,-0.260767196,-1
1817,-0.884615385,-0.230769231,-0.20991963,-1.846153846,0,0.051115385,-0.020873016,-0.53968254,-0.242705882,-0.820767196,-1
1233,0.115384615,-0.230769231,0.19867037,4.153846154,-0.080357143,-0.017884615,-0.090873016,-0.53968254,0.045930804,-0.500767196,-1
127,-0.796766744,-0.064665127,-0.165181609,-1.069284065,-0.080357143,0.009224018,-0.014367816,-0.333333333,0.408930804,0.245057471,-1
270,-0.796766744,-0.064665127,0.377818391,0.930715935,-0.080357143,0.023224018,0.005632184,-0.333333333,-0.116069196,-0.114942529,1
1895,-0.884615385,-0.230769231,0.23267037,2.153846154,0,-0.016884615,-0.040873016,-0.53968254,0.031294118,-0.140767196,-1
524,-0.796766744,-0.064665127,-0.16792963,-2.069284065,-0.080357143,0.073224018,-0.070873016,-0.53968254,0.066930804,-0.780767196,-1
1014,0.203233256,-0.064665127,0.29467037,-0.069284065,-0.080357143,0.005224018,-0.050873016,-0.53968254,0.098930804,-0.210767196,1
655,0.203233256,-0.064665127,0.07667037,0.930715935,-0.080357143,-0.015775982,-0.020873016,-0.53968254,-0.028069196,-0.090767196,1
1564,-2.166666667,-0.333333333,-0.221181609,-4,-0.080357143,0.031,0.025632184,-0.333333333,0.168930804,0.335057471,-1
