Cpd,CATS2D_09_DA_me,C-012_me,VE1sign_D/Dt_bt,F08[C-O]_me,C-012_at,VE2_D/Dt_me,SpMAD_AEA(dm)_bt,S-109_bt,GATS3p_at,HyWi_B(s)_bt
1687,-2.166666667,-0.333333333,0.23267037,-1,-0.080357143,0.009,-0.040873016,-0.53968254,0.138930804,-0.150767196
650,-0.796766744,-0.064665127,-0.14372963,-1.069284065,-0.080357143,-0.003775982,0.029126984,0.46031746,-0.042069196,-0.020767196
1067,-0.796766744,-0.064665127,-0.12922963,-1.069284065,-0.080357143,-0.005775982,0.029126984,0.46031746,-0.079069196,-0.040767196
1452,0.115384615,-0.230769231,-0.05732963,-1.846153846,0,-0.007884615,-0.030873016,-0.53968254,0.131294118,-0.180767196
2012,0.115384615,-0.230769231,0.44867037,2.153846154,0,0.017115385,-0.090873016,-0.53968254,-0.139705882,-0.500767196
662,0.203233256,-0.064665127,-0.20768963,-1.069284065,-0.080357143,0.008224018,-0.100873016,-0.53968254,0.078930804,0.139232804
910,-0.796766744,-0.064665127,-0.03032963,-2.069284065,-0.080357143,0.008224018,0.029126984,0.46031746,-0.125069196,-0.250767196
1402,-0.884615385,-0.230769231,0.21867037,0.153846154,0,-0.000884615,-0.050873016,-0.53968254,0.021294118,0.069232804
1385,-0.884615385,-0.230769231,-0.05332963,1.153846154,0,0.015115385,-0.010873016,-0.53968254,0.111294118,-0.540767196
1800,-0.884615385,-0.230769231,-0.07732963,-1.846153846,0,0.034115385,-0.020873016,-0.53968254,0.121294118,-0.970767196
510,0.203233256,0.935334873,-0.02132963,-2.069284065,0.919642857,0.039224018,0.059126984,-0.53968254,0.031930804,-0.300767196
1575,-2.166666667,-0.333333333,0.358818391,-4,-0.080357143,0.025,-0.034367816,-0.333333333,0.019930804,0.015057471
93,-0.796766744,-0.064665127,-0.076181609,0.930715935,-0.080357143,0.008224018,-0.044367816,-0.333333333,0.408930804,-0.024942529
83,-0.796766744,-0.064665127,0.072818391,-2.069284065,-0.080357143,0.014224018,0.025632184,-0.333333333,0.158930804,-0.034942529
1297,-0.884615385,-0.230769231,0.07967037,-1.846153846,0,0.011115385,-0.090873016,-0.53968254,-0.018705882,-0.780767196
1844,2.115384615,-0.230769231,-0.18992963,4.153846154,-0.080357143,-0.003884615,-0.020873016,-0.53968254,0.108930804,-0.170767196
2021,0.115384615,-0.230769231,-0.20683963,2.153846154,0,-0.023884615,-0.050873016,-0.53968254,0.071294118,-0.120767196
597,-0.796766744,-0.064665127,-0.09032963,-0.069284065,-0.080357143,-0.004775982,0.019126984,0.46031746,-0.084069196,-0.030767196
1754,-0.884615385,-0.230769231,-0.01532963,-1.846153846,0,-0.020884615,-0.050873016,-0.53968254,0.061294118,-0.560767196
796,0.203233256,-0.064665127,-0.12952963,1.930715935,-0.080357143,-0.007775982,0.069126984,0.46031746,-0.044069196,0.099232804
797,0.203233256,0.935334873,-0.02132963,-2.069284065,0.919642857,0.048224018,0.039126984,-0.53968254,0.029930804,-0.520767196
1623,2.203233256,-0.064665127,-0.02332963,6.930715935,-0.080357143,0.050224018,-0.080873016,-0.53968254,0.128930804,-0.230767196
1440,-0.884615385,-0.230769231,0.13467037,0.153846154,0,0.008115385,-0.080873016,-0.53968254,-0.095705882,-0.600767196
1410,-0.884615385,-0.230769231,0.20667037,0.153846154,0,0.014115385,-0.070873016,-0.53968254,-0.128705882,-0.460767196
1061,-0.796766744,-0.064665127,-0.17462963,-0.069284065,-0.080357143,-0.003775982,0.019126984,0.46031746,-0.119069196,-0.030767196
245,-0.796766744,-0.064665127,-0.216181609,-2.069284065,-0.080357143,0.080224018,-0.074367816,-0.333333333,0.188930804,-0.574942529
8,0.203233256,0.935334873,-0.197181609,-2.069284065,0.919642857,0.048224018,0.035632184,-0.333333333,0.029930804,-0.324942529
1249,-0.884615385,-0.230769231,0.08467037,-1.846153846,0,0.022115385,-0.040873016,-0.53968254,0.051294118,-0.550767196
1459,-0.884615385,-0.230769231,0.21967037,0.153846154,0,0.005115385,-0.040873016,-0.53968254,0.071294118,-0.250767196
677,0.203233256,-0.064665127,0.29767037,1.930715935,-0.080357143,-0.002775982,-0.050873016,-0.53968254,0.098930804,-0.020767196
1396,0.115384615,-0.230769231,0.21267037,3.153846154,0,-0.001884615,-0.070873016,-0.53968254,0.111294118,-0.540767196
1318,-0.884615385,-0.230769231,-0.10332963,-1.846153846,0,0.039115385,-0.020873016,-0.53968254,-0.066705882,-0.900767196
578,-0.796766744,-0.064665127,-0.18192963,-1.069284065,-0.080357143,-0.006775982,0.019126984,0.46031746,-0.155069196,0.339232804
1602,-0.884615385,-0.230769231,-0.046181609,2.153846154,-0.080357143,0.000115385,-0.014367816,-0.333333333,0.198930804,-0.124942529
725,-0.796766744,-0.064665127,0.11367037,1.930715935,-0.080357143,0.002224018,-0.010873016,-0.53968254,0.060930804,-0.280767196
1426,-0.884615385,-0.230769231,-0.04732963,0.153846154,0,0.022115385,-0.030873016,-0.53968254,0.181294118,-0.500767196
1569,-1.166666667,-0.333333333,-0.333781609,-2,-0.080357143,0.041,-0.104367816,-0.333333333,0.308930804,-0.314942529
1370,-0.884615385,-0.230769231,-0.01232963,2.153846154,-0.080357143,-0.015884615,-0.110873016,-0.53968254,-0.045069196,-0.560767196
2000,-0.884615385,-0.230769231,-0.03832963,-0.846153846,0,-0.004884615,-0.050873016,-0.53968254,0.121294118,-0.360767196
791,0.203233256,-0.064665127,0.09667037,1.930715935,-0.080357143,0.001224018,-0.020873016,-0.53968254,-6.92E-05,0.079232804
75,-0.796766744,-0.064665127,-0.330481609,-2.069284065,-0.080357143,0.054224018,-0.084367816,-0.333333333,0.057930804,-0.434942529
1877,0.115384615,-0.230769231,-0.09232963,0.153846154,0,0.029115385,-0.090873016,-0.53968254,0.081294118,-0.670767196
973,0.203233256,-0.064665127,0.37067037,1.930715935,-0.080357143,0.001224018,-0.010873016,-0.53968254,0.168930804,0.139232804
228,-0.796766744,-0.064665127,-0.035181609,-1.069284065,-0.080357143,0.022224018,0.025632184,-0.333333333,0.043930804,-0.064942529
1314,0.115384615,-0.230769231,-0.10732963,0.153846154,0,0.010115385,-0.040873016,-0.53968254,0.031294118,-0.720767196
1214,-0.884615385,-0.230769231,-0.16412963,-1.846153846,0,0.012115385,-0.090873016,-0.53968254,-0.113705882,-0.640767196
1567,-1.166666667,-0.333333333,0.109818391,0,-0.080357143,-0.01,-0.004367816,-0.333333333,0.054930804,0.085057471
1445,-0.884615385,-0.230769231,0.20567037,0.153846154,0,0.011115385,-0.060873016,-0.53968254,-0.101705882,-0.260767196
1555,0.833333333,-0.333333333,-0.383881609,0,-0.080357143,0.02,-0.004367816,-0.333333333,0.012930804,-0.294942529
1241,-0.884615385,-0.230769231,0.23667037,2.153846154,0,0.001115385,-0.050873016,-0.53968254,-0.033705882,-0.310767196
509,0.203233256,-0.064665127,0.19367037,-0.069284065,-0.080357143,0.028224018,-0.050873016,-0.53968254,0.118930804,-0.390767196
1274,-0.884615385,-0.230769231,0.21267037,0.153846154,0,-0.003884615,-0.040873016,-0.53968254,-0.071705882,0.229232804
441,0.203233256,-0.064665127,-0.16432963,-2.069284065,-0.080357143,0.062224018,-0.070873016,-0.53968254,0.078930804,-0.650767196
475,-0.796766744,-0.064665127,-0.12982963,-0.069284065,-0.080357143,-0.002775982,0.019126984,0.46031746,-0.125069196,-0.050767196
581,-0.796766744,-0.064665127,-0.11562963,1.930715935,-0.080357143,-0.013775982,-0.000873016,0.46031746,0.036930804,0.379232804
1645,2.203233256,-0.064665127,-0.02932963,9.930715935,-0.080357143,0.029224018,-0.000873016,-0.53968254,0.178930804,-0.080767196
621,-0.796766744,-0.064665127,-0.09032963,-2.069284065,-0.080357143,-0.004775982,0.119126984,0.46031746,0.068930804,-0.070767196
1282,0.115384615,-0.230769231,-0.17252963,0.153846154,0,-0.017884615,-0.060873016,-0.53968254,-0.039705882,-0.260767196
68,-0.796766744,-0.064665127,-0.300981609,-3.069284065,-0.080357143,0.130224018,-0.074367816,-0.333333333,0.218930804,-1.244942529
1590,-1.166666667,-0.333333333,0.159818391,4,-0.080357143,-0.01,-0.084367816,-0.333333333,0.053930804,0.025057471
92,-0.796766744,-0.064665127,0.053818391,5.930715935,-0.080357143,0.017224018,-0.004367816,-0.333333333,-0.040069196,0.005057471
975,3.203233256,-0.064665127,0.10067037,-1.069284065,-0.080357143,0.002224018,-0.030873016,-0.53968254,0.158930804,-0.310767196
986,0.203233256,-0.064665127,0.07367037,1.930715935,-0.080357143,-0.008775982,-0.050873016,-0.53968254,0.030930804,0.219232804
1227,-0.884615385,-0.230769231,0.22767037,0.153846154,0,-0.022884615,-0.060873016,-0.53968254,-0.073705882,-0.270767196
1558,-0.166666667,0.666666667,0.338818391,13,0.919642857,-0.044,0.045632184,-0.333333333,-0.040069196,0.275057471
210,-0.796766744,-0.064665127,-0.213181609,-1.069284065,-0.080357143,0.033224018,-0.084367816,-0.333333333,0.238930804,-0.624942529
264,-0.796766744,-0.064665127,-0.304281609,-1.069284065,-0.080357143,0.019224018,-0.024367816,-0.333333333,0.388930804,-0.104942529
1414,0.115384615,-0.230769231,-0.21432963,-1.846153846,0,0.036115385,-0.060873016,-0.53968254,0.151294118,-1.010767196
186,-0.796766744,-0.064665127,-0.165181609,-1.069284065,-0.080357143,0.009224018,-0.004367816,-0.333333333,0.388930804,0.275057471
632,0.203233256,-0.064665127,-0.09232963,-0.069284065,-0.080357143,-0.001775982,0.029126984,0.46031746,0.001930804,-0.050767196
1499,0.203233256,-0.064665127,-0.339781609,1.930715935,-0.080357143,0.000224018,-0.074367816,-0.333333333,0.098930804,0.475057471
1048,0.203233256,-0.064665127,0.10567037,0.930715935,-0.080357143,0.006224018,-0.030873016,-0.53968254,-0.002069196,-0.200767196
1995,-0.884615385,-0.230769231,-0.15242963,-0.846153846,0,0.011115385,0.069126984,-0.53968254,-0.175705882,-0.650767196
88,-0.796766744,-0.064665127,-0.184181609,-2.069284065,-0.080357143,0.050224018,-0.074367816,-0.333333333,0.218930804,-0.434942529
1585,-2.166666667,-0.333333333,-0.154181609,-5,-0.080357143,0.019,0.075632184,-0.333333333,0.148930804,0.145057471
1189,-0.884615385,-0.230769231,0.04767037,-1.846153846,0,-0.011884615,-0.090873016,-0.53968254,0.111294118,-0.640767196
1229,-0.884615385,-0.230769231,0.18167037,-0.846153846,0,0.002115385,-0.050873016,-0.53968254,-0.028705882,-0.450767196
1626,-0.796766744,-0.064665127,0.17067037,0.930715935,-0.080357143,0.008224018,-0.040873016,-0.53968254,0.108930804,-0.220767196
717,0.203233256,-0.064665127,0.13267037,4.930715935,-0.080357143,0.003224018,-0.030873016,-0.53968254,0.020930804,0.039232804
563,-0.796766744,-0.064665127,-0.08732963,-2.069284065,-0.080357143,0.101224018,-0.130873016,-0.53968254,0.208930804,-1.100767196
354,-0.796766744,-0.064665127,-0.243181609,-3.069284065,-0.080357143,0.023224018,-0.094367816,-0.333333333,0.218930804,-0.424942529
1841,0.115384615,-0.230769231,-0.06432963,7.153846154,0,-0.021884615,-0.010873016,-0.53968254,-0.161705882,0.059232804
393,-2.166666667,-0.333333333,0.019818391,-4,-0.080357143,0.033,-0.044367816,-0.333333333,0.168930804,-0.034942529
866,-0.796766744,-0.064665127,0.06967037,-1.069284065,-0.080357143,-0.011775982,0.049126984,0.46031746,0.088930804,0.309232804
501,-0.796766744,-0.064665127,-0.11862963,-2.069284065,-0.080357143,0.080224018,-0.070873016,-0.53968254,0.188930804,-0.780767196
1509,-0.796766744,-0.064665127,-0.217181609,-3.069284065,-0.080357143,0.052224018,-0.004367816,-0.333333333,0.108930804,-0.434942529
1583,-1.166666667,-0.333333333,-0.029181609,0,-0.080357143,0.009,-0.064367816,-0.333333333,0.108930804,-0.144942529
836,-0.796766744,-0.064665127,0.06567037,3.930715935,-0.080357143,-0.018775982,-0.030873016,-0.53968254,0.029930804,-0.030767196
977,-0.796766744,-0.064665127,-0.19062963,-1.069284065,-0.080357143,0.000224018,0.019126984,0.46031746,0.108930804,-0.030767196
1960,-0.884615385,-0.230769231,0.04067037,-1.846153846,0,0.023115385,0.059126984,-0.53968254,-0.070705882,-0.640767196
1678,-2.166666667,-0.333333333,-0.20635963,-6,-0.080357143,0.055,-0.080873016,-0.53968254,-0.056069196,-0.950767196
503,-0.796766744,-0.064665127,0.03967037,1.930715935,-0.080357143,0.001224018,-0.010873016,-0.53968254,0.088930804,0.229232804
1232,-0.884615385,-0.230769231,0.07567037,0.153846154,0,0.007115385,0.049126984,-0.53968254,0.021294118,-0.470767196
789,-0.796766744,-0.064665127,-0.04532963,-2.069284065,-0.080357143,0.004224018,0.099126984,0.46031746,-0.114069196,-0.120767196
697,-0.796766744,-0.064665127,0.11067037,1.930715935,-0.080357143,0.002224018,-0.040873016,-0.53968254,0.057930804,-0.250767196
389,-2.166666667,-0.333333333,-0.106181609,0,-0.080357143,0.004,-0.074367816,-0.333333333,0.018930804,0.115057471
865,-0.796766744,-0.064665127,-0.09932963,-1.069284065,-0.080357143,-0.005775982,0.009126984,0.46031746,-0.062069196,0.109232804
649,2.203233256,-0.064665127,0.15567037,4.930715935,-0.080357143,-0.028775982,-0.010873016,-0.53968254,0.050930804,0.089232804
994,-0.796766744,-0.064665127,-0.10832963,-2.069284065,-0.080357143,0.000224018,-0.000873016,0.46031746,-0.120069196,0.209232804
1395,-0.884615385,-0.230769231,-0.07532963,-1.846153846,0,0.003115385,-0.020873016,-0.53968254,-0.069705882,-0.420767196
1443,0.115384615,-0.230769231,0.21467037,1.153846154,0,0.001115385,-0.050873016,-0.53968254,-0.028705882,-0.010767196
1484,1.115384615,-0.230769231,0.12167037,1.153846154,-0.080357143,-0.011884615,0.009126984,-0.53968254,0.158930804,-0.400767196
1474,-0.884615385,-0.230769231,0.09467037,-1.846153846,0,0.004115385,-0.050873016,-0.53968254,-0.076705882,-0.470767196
420,0.115384615,-0.230769231,-0.042181609,3.153846154,-0.080357143,0.009115385,0.015632184,-0.333333333,0.198930804,-0.234942529
1523,-2.166666667,-0.333333333,-0.001181609,1,-0.080357143,0.009,-0.094367816,-0.333333333,0.128930804,-0.034942529
1978,0.115384615,-0.230769231,0.22867037,1.153846154,0,-0.004884615,-0.020873016,-0.53968254,0.121294118,0.169232804
1136,0.115384615,-0.230769231,-0.02332963,6.153846154,0,-0.011884615,-0.020873016,-0.53968254,0.071294118,0.079232804
169,1.203233256,-0.064665127,0.010818391,2.930715935,-0.080357143,-0.010775982,-0.064367816,-0.333333333,-0.016069196,0.095057471
1024,1.203233256,-0.064665127,0.33867037,0.930715935,-0.080357143,0.008224018,-0.080873016,-0.53968254,0.108930804,-0.300767196
1554,-0.166666667,-0.333333333,0.062818391,-1,-0.080357143,0.024,0.035632184,-0.333333333,0.071930804,0.285057471
1861,-0.884615385,-0.230769231,-0.07932963,0.153846154,0,0.028115385,-0.120873016,-0.53968254,-0.127705882,-0.550767196
1196,1.115384615,-0.230769231,0.10567037,1.153846154,-0.080357143,-0.009884615,0.029126984,-0.53968254,0.268930804,-0.420767196
2001,-0.884615385,-0.230769231,0.08667037,-1.846153846,0,0.032115385,-0.050873016,-0.53968254,0.061294118,-0.750767196
1424,-0.884615385,-0.230769231,0.00967037,-0.846153846,0,-0.031884615,-0.070873016,-0.53968254,0.001294118,-0.320767196
153,0.203233256,-0.064665127,0.019818391,-1.069284065,-0.080357143,0.046224018,-0.104367816,-0.333333333,-0.058069196,-0.314942529
378,-1.166666667,-0.333333333,-0.220181609,2,-0.080357143,0.006,-0.054367816,-0.333333333,0.168930804,0.105057471
392,-0.166666667,0.666666667,-0.385651609,4,0.919642857,0,0.075632184,-0.333333333,-0.081069196,0.015057471
1775,1.115384615,-0.230769231,0.12067037,0.153846154,0,0.014115385,-0.040873016,-0.53968254,-0.033705882,-0.120767196
1823,-0.884615385,-0.230769231,0.09167037,-1.846153846,0,0.026115385,-0.070873016,-0.53968254,0.101294118,-0.670767196
1247,-0.884615385,-0.230769231,0.27167037,1.153846154,0,-0.028884615,-0.080873016,-0.53968254,-0.163705882,-0.080767196
15,-0.796766744,-0.064665127,-0.149181609,-0.069284065,-0.080357143,0.037224018,-0.044367816,-0.333333333,0.042930804,-0.274942529
1165,-0.884615385,-0.230769231,0.21967037,0.153846154,0,-0.015884615,-0.050873016,-0.53968254,-0.008705882,-0.260767196
899,-0.796766744,-0.064665127,-0.17522963,-1.069284065,-0.080357143,-0.009775982,0.009126984,0.46031746,0.088930804,-0.020767196
1425,0.115384615,-0.230769231,-0.16662963,4.153846154,0,0.007115385,-0.070873016,-0.53968254,0.101294118,-0.290767196
1177,-0.884615385,-0.230769231,0.07367037,0.153846154,0,-0.000884615,0.039126984,-0.53968254,0.061294118,-0.330767196
1413,-0.884615385,-0.230769231,-0.16582963,3.153846154,0,-0.017884615,-0.050873016,-0.53968254,-0.129705882,-0.260767196
706,-0.796766744,-0.064665127,-0.18882963,-2.069284065,-0.080357143,-0.002775982,-0.000873016,0.46031746,-0.094069196,-0.120767196
217,-0.796766744,-0.064665127,0.377818391,1.930715935,-0.080357143,0.023224018,0.005632184,-0.333333333,-0.066069196,-0.114942529
2024,1.115384615,-0.230769231,0.09967037,1.153846154,-0.080357143,-0.003884615,0.029126984,-0.53968254,0.288930804,-0.410767196
1112,-0.166666667,-0.333333333,0.05467037,1,-0.080357143,0.013,-0.020873016,-0.53968254,0.138930804,-0.050767196
816,2.203233256,-0.064665127,0.15167037,1.930715935,-0.080357143,-0.000775982,-0.040873016,-0.53968254,-0.071069196,-0.090767196
2018,-0.884615385,-0.230769231,-0.07732963,-1.846153846,0,0.113115385,-0.020873016,-0.53968254,0.031294118,-1.240767196
1643,0.203233256,-0.064665127,-0.20122963,-0.069284065,-0.080357143,0.004224018,-0.020873016,-0.53968254,0.148930804,0.099232804
527,-0.796766744,-0.064665127,0.06267037,5.930715935,-0.080357143,-0.018775982,0.009126984,-0.53968254,-0.004069196,0.049232804
1792,-0.884615385,-0.230769231,0.01667037,-1.846153846,0,0.000115385,-0.110873016,-0.53968254,-0.070705882,-0.610767196
1311,-0.884615385,-0.230769231,0.02667037,-1.846153846,0,-0.018884615,-0.070873016,-0.53968254,0.081294118,-0.590767196
1066,-0.796766744,-0.064665127,0.03667037,-1.069284065,-0.080357143,-0.007775982,0.029126984,0.46031746,0.000930804,-0.000767196
1540,-1.166666667,-0.333333333,-0.068181609,-5,-0.080357143,0.008,-0.014367816,-0.333333333,0.088930804,-0.164942529
304,-0.796766744,-0.064665127,-0.248181609,0.930715935,-0.080357143,0.006224018,0.005632184,-0.333333333,0.398930804,0.245057471
1144,-0.884615385,-0.230769231,0.05167037,-1.846153846,0,-0.015884615,-0.060873016,-0.53968254,0.101294118,-0.320767196
679,-0.796766744,-0.064665127,-0.09232963,-1.069284065,-0.080357143,-0.007775982,0.039126984,0.46031746,-0.063069196,0.349232804
275,-0.796766744,-0.064665127,-0.165181609,-1.069284065,-0.080357143,0.009224018,-0.004367816,-0.333333333,0.378930804,0.375057471
530,2.203233256,-0.064665127,0.13767037,2.930715935,-0.080357143,-0.009775982,-0.040873016,-0.53968254,-0.054069196,0.009232804
596,-0.796766744,-0.064665127,-0.04532963,-2.069284065,-0.080357143,0.004224018,0.009126984,0.46031746,-0.122069196,-0.200767196
1714,-2.166666667,-0.333333333,-0.10632963,-2,-0.080357143,0.016,-0.020873016,-0.53968254,-0.036069196,-0.340767196
766,-0.796766744,-0.064665127,-0.14582963,-2.069284065,-0.080357143,-0.013775982,-0.010873016,0.46031746,0.078930804,0.459232804
1763,-0.884615385,-0.230769231,-0.17402963,-0.846153846,0,0.071115385,0.059126984,-0.53968254,-0.218705882,-0.650767196
321,0.203233256,-0.064665127,-0.089181609,0.930715935,-0.080357143,0.004224018,-0.064367816,-0.333333333,0.043930804,-0.214942529
888,3.203233256,-0.064665127,0.09867037,0.930715935,-0.080357143,-0.003775982,-0.050873016,-0.53968254,-0.033069196,-0.350767196
613,-0.796766744,-0.064665127,-0.03732963,-2.069284065,-0.080357143,0.082224018,-0.080873016,-0.53968254,-0.004069196,-0.740767196
1409,-0.884615385,-0.230769231,0.17267037,4.153846154,0,-0.009884615,-0.040873016,-0.53968254,0.151294118,0.079232804
872,1.203233256,-0.064665127,0.40567037,1.930715935,-0.080357143,0.010224018,-0.030873016,-0.53968254,0.188930804,-0.340767196
414,-0.884615385,-0.230769231,-0.215181609,1.153846154,-0.080357143,-0.004884615,-0.094367816,-0.333333333,0.067930804,-0.454942529
1781,0.115384615,-0.230769231,0.03167037,0.153846154,0,0.007115385,-0.040873016,-0.53968254,0.041294118,-0.540767196
618,-0.796766744,-0.064665127,-0.09232963,-0.069284065,-0.080357143,-0.001775982,0.009126984,0.46031746,-0.045069196,-0.120767196
1498,-0.884615385,-0.230769231,0.13567037,-1.846153846,0,0.015115385,-0.100873016,-0.53968254,0.141294118,-0.750767196
751,3.203233256,-0.064665127,0.20967037,0.930715935,-0.080357143,-0.002775982,-0.030873016,-0.53968254,0.005930804,-0.260767196
525,-0.796766744,-0.064665127,-0.05432963,-1.069284065,-0.080357143,0.043224018,-0.010873016,-0.53968254,0.108930804,-0.400767196
1338,-0.884615385,-0.230769231,0.28667037,1.153846154,0,-0.026884615,-0.020873016,-0.53968254,-0.080705882,0.099232804
339,0.203233256,0.935334873,-0.088181609,-2.069284065,0.919642857,0.027224018,0.015632184,-0.333333333,0.098930804,-0.194942529
1656,-1.166666667,-0.333333333,-0.14182963,-3,-0.080357143,-0.001,-0.050873016,-0.53968254,0.228930804,0.229232804
497,0.203233256,-0.064665127,-0.14982963,0.930715935,-0.080357143,-0.004775982,0.019126984,0.46031746,-0.141069196,0.039232804
1466,0.115384615,-0.230769231,-0.14452963,0.153846154,0,0.004115385,-0.060873016,-0.53968254,0.041294118,-0.500767196
1204,-0.884615385,-0.230769231,0.13767037,1.153846154,0,0.019115385,-0.050873016,-0.53968254,0.021294118,-0.450767196
121,-0.796766744,-0.064665127,-0.213181609,-2.069284065,-0.080357143,0.082224018,-0.094367816,-0.333333333,0.018930804,-0.574942529
1919,0.115384615,-0.230769231,0.06567037,-0.846153846,0,-0.005884615,-0.000873016,-0.53968254,0.101294118,-0.100767196
288,-0.796766744,-0.064665127,-0.239181609,-3.069284065,-0.080357143,0.095224018,-0.034367816,-0.333333333,0.013930804,-0.844942529
198,-0.796766744,-0.064665127,-0.024181609,-3.069284065,-0.080357143,0.043224018,-0.084367816,-0.333333333,-0.044069196,-0.814942529
776,-0.796766744,-0.064665127,-0.18622963,-2.069284065,-0.080357143,-0.010775982,0.009126984,0.46031746,0.075930804,0.439232804
989,4.203233256,-0.064665127,-0.13832963,3.930715935,-0.080357143,-0.004775982,-0.010873016,-0.53968254,-0.031069196,-0.040767196
1972,1.115384615,-0.230769231,0.13267037,-1.846153846,0,-0.006884615,-0.020873016,-0.53968254,-0.076705882,-0.270767196
1195,1.115384615,-0.230769231,0.25167037,4.153846154,-0.080357143,-0.009884615,-0.010873016,-0.53968254,0.208930804,-0.310767196
1833,-0.884615385,-0.230769231,-0.18512963,-1.846153846,0,-0.001884615,-0.080873016,-0.53968254,0.001294118,-0.760767196
44,-0.796766744,-0.064665127,0.004818391,-2.069284065,-0.080357143,0.020224018,0.015632184,-0.333333333,0.138930804,-0.074942529
969,0.203233256,-0.064665127,-0.13442963,-0.069284065,-0.080357143,0.001224018,-0.070873016,-0.53968254,0.088930804,0.269232804
1989,-0.884615385,-0.230769231,0.05467037,0.153846154,0,-0.017884615,-0.040873016,-0.53968254,0.141294118,-0.140767196
1524,-1.166666667,-0.333333333,-0.146181609,-4,-0.080357143,0.026,0.025632184,-0.333333333,0.148930804,0.335057471
1504,0.203233256,-0.064665127,-0.383541609,-1.069284065,-0.080357143,0.008224018,-0.104367816,-0.333333333,0.078930804,0.335057471
1378,-0.884615385,-0.230769231,0.11067037,-1.846153846,0,0.001115385,-0.090873016,-0.53968254,0.171294118,-0.400767196
1483,2.115384615,-0.230769231,0.19567037,2.153846154,-0.080357143,-0.012884615,-0.010873016,-0.53968254,0.208930804,-0.330767196
1559,-2.166666667,-0.333333333,0.062818391,1,-0.080357143,-0.002,-0.054367816,-0.333333333,0.198930804,0.385057471
78,0.203233256,-0.064665127,-0.310281609,-0.069284065,-0.080357143,0.001224018,-0.074367816,-0.333333333,0.088930804,0.465057471
1526,-2.166666667,-0.333333333,-0.087181609,3,-0.080357143,0.004,-0.014367816,-0.333333333,0.074930804,-0.014942529
1371,-0.884615385,-0.230769231,0.19167037,2.153846154,-0.080357143,-0.011884615,-0.090873016,-0.53968254,-0.008069196,-0.580767196
957,-0.796766744,-0.064665127,0.11867037,-0.069284065,-0.080357143,-0.014775982,-0.000873016,0.46031746,0.178930804,0.069232804
500,-0.796766744,-0.064665127,0.02267037,0.930715935,-0.080357143,0.028224018,-0.050873016,-0.53968254,0.024930804,-0.400767196
591,-0.796766744,-0.064665127,-0.14032963,-2.069284065,-0.080357143,-0.001775982,-0.010873016,0.46031746,-0.115069196,-0.120767196
1811,0.115384615,-0.230769231,-0.16572963,6.153846154,0,-0.011884615,0.089126984,-0.53968254,-0.029705882,0.019232804
588,-0.796766744,-0.064665127,-0.13462963,-1.069284065,-0.080357143,-0.008775982,0.019126984,0.46031746,0.046930804,0.239232804
429,-0.796766744,-0.064665127,-0.15242963,-1.069284065,-0.080357143,-0.009775982,0.029126984,0.46031746,0.108930804,-0.000767196
671,-0.796766744,-0.064665127,-0.05432963,-1.069284065,-0.080357143,0.101224018,-0.060873016,-0.53968254,0.208930804,-0.780767196
1500,1.203233256,-0.064665127,-0.383541609,-0.069284065,-0.080357143,0.008224018,-0.104367816,-0.333333333,0.077930804,0.335057471
1134,-0.166666667,0.666666667,0.84567037,15,0.919642857,-0.025,0.009126984,-0.53968254,-0.075069196,0.519232804
1146,-0.884615385,-0.230769231,0.20567037,0.153846154,0,0.011115385,-0.060873016,-0.53968254,-0.075705882,-0.440767196
1836,0.115384615,-0.230769231,-0.08732963,3.153846154,0,0.009115385,-0.080873016,-0.53968254,0.001294118,-0.480767196
1299,1.115384615,-0.230769231,0.28367037,-0.846153846,0,-0.007884615,-0.090873016,-0.53968254,-0.008705882,0.129232804
940,-0.796766744,-0.064665127,-0.05932963,-1.069284065,-0.080357143,-0.015775982,0.019126984,0.46031746,-0.046069196,0.549232804
1692,-2.166666667,-0.333333333,-0.06332963,-1,-0.080357143,-0.019,-0.010873016,-0.53968254,0.228930804,0.069232804
1478,-0.884615385,-0.230769231,0.30367037,0.153846154,0,-0.011884615,-0.050873016,-0.53968254,-0.072705882,-0.290767196
625,-0.796766744,-0.064665127,-0.07432963,-1.069284065,-0.080357143,-0.013775982,0.009126984,0.46031746,-0.090069196,0.539232804
1970,0.115384615,-0.230769231,0.28367037,1.153846154,0,-0.018884615,-0.040873016,-0.53968254,0.071294118,0.249232804
1784,2.115384615,-0.230769231,0.00767037,1.153846154,0,0.009115385,-0.020873016,-0.53968254,0.141294118,-0.170767196
884,0.203233256,-0.064665127,-0.17042963,0.930715935,-0.080357143,-0.006775982,0.029126984,0.46031746,-0.076069196,0.049232804
917,-0.796766744,-0.064665127,0.09567037,1.930715935,-0.080357143,-0.007775982,0.009126984,-0.53968254,0.053930804,0.049232804
1493,-0.884615385,-0.230769231,0.17567037,4.153846154,0,-0.009884615,-0.050873016,-0.53968254,-0.018705882,-0.320767196
422,-0.884615385,-0.230769231,0.016818391,2.153846154,-0.080357143,-0.015884615,-0.094367816,-0.333333333,0.016930804,-0.364942529
1843,-0.884615385,-0.230769231,-0.15592963,3.153846154,0,-0.003884615,0.059126984,-0.53968254,0.091294118,0.209232804
